#,Name,Team,POS,R/L,G,GS,QS,TBF,IP,W,L,SV,HLD,ERA,SIERA,WHIP,K,BB,H,HBP,ER,R,HR,GB%,FB%,LD%,BABIP
1,Gerrit Cole,NYY,SP,R,11.4,11.4,7.4,293.4,73.0,5.9,2.8,0,0,3.24,2.40,1.04,101.6,19.6,56.1,2.3,26.6,28.6,10,40.8,39.1,20.1,0.287
2,Trevor Bauer,CIN,SP,R,11.4,11.4,6.4,300.9,70.7,4.0,4.1,0,0,4.06,3.42,1.27,79.4,26.7,63.3,3.8,32.3,34.8,10,42.0,35.3,20.1,0.295
3,Jose Berrios,MIN,SP,R,11.4,11.4,6.1,301.4,70.7,4.8,3.4,0,0,4.34,3.64,1.27,69.1,20.7,69.3,3.7,35.1,37.5,11,41.0,38.2,20.8,0.295
4,Mike Clevinger,CLE,SP,R,11.4,11.4,6.7,289.6,69.5,5.2,3.1,0,0,3.60,3.17,1.17,84.2,22.5,59.1,2.1,28.4,30.7,9,41.1,38.2,20.7,0.289
5,Aaron Nola,PHI,SP,R,11.4,11.4,6.4,295.4,69.5,4.2,3.9,0,0,3.99,3.53,1.28,73.7,23.7,65.2,2.9,31.0,33.6,9,46.9,30.5,19.9,0.296
6,Zack Greinke,HOU,SP,R,11.4,11.4,6.2,293.0,69.5,4.9,3.2,0,0,4.16,3.66,1.22,64.1,15.6,69.6,1.9,33.0,35.5,11,43.4,36.5,20.1,0.295
7,Patrick Corbin,WSH,SP,L,11.4,11.4,6.7,292.3,69.5,4.6,3.7,0,0,3.68,3.38,1.25,75.4,22.6,64.1,2.0,28.7,31.3,9,46.0,30.6,20.7,0.300
8,Marco Gonzales,SEA,SP,L,11.4,11.4,5.8,296.2,68.4,3.5,4.4,0,0,4.64,4.28,1.35,51.5,19.1,73.4,2.7,35.1,37.7,12,43.5,36.5,20.0,0.294
9,Walker Buehler,LAD,SP,R,11.4,11.4,6.7,282.3,68.4,4.8,3.3,0,0,3.52,3.09,1.14,75.1,18.1,60.1,2.7,27.1,29.5,9,44.2,33.4,19.8,0.292
10,Shane Bieber,CLE,SP,R,11.4,11.4,6.6,281.0,68.4,5.0,3.0,0,0,3.56,3.03,1.12,74.7,13.2,63.4,2.1,27.6,30.0,9,45.7,33.6,20.7,0.296
11,Kyle Hendricks,CHC,SP,R,11.4,11.4,5.7,287.2,67.3,3.9,4.1,0,0,4.45,3.89,1.31,52.1,16.2,71.9,2.9,33.7,36.3,10,43.1,33.5,20.7,0.299
12,Dallas Keuchel,CHW,SP,L,11.4,11.4,5.8,294.5,67.3,4.2,3.6,0,0,4.40,4.13,1.41,51.6,22.8,72.3,2.4,32.9,36.0,9,55.5,24.4,20.1,0.306
13,Stephen Strasburg,WSH,SP,R,11.0,11.0,6.4,279.2,67.1,4.3,3.5,0,0,3.69,3.16,1.20,73.4,18.9,61.3,2.9,27.9,30.2,9,44.0,32.6,20.7,0.298
14,Max Scherzer,WSH,SP,R,10.8,10.8,6.7,272.4,67.0,4.6,3.2,0,0,3.39,2.69,1.06,85.8,16.4,54.8,2.9,25.6,27.4,9,34.1,42.5,20.7,0.285
15,Mike Minor,TEX,SP,L,11.4,11.4,5.8,280.4,66.1,4.1,3.6,0,0,4.39,3.67,1.28,62.2,20.3,64.0,2.6,32.0,34.3,11,38.7,40.8,20.5,0.288
16,Luis Castillo,CIN,SP,R,11.4,11.4,6.1,279.5,66.1,4.0,3.8,0,0,3.92,3.40,1.27,70.6,24.1,60.1,2.5,29.2,31.7,9,47.3,29.9,20.1,0.297
17,Lance Lynn,TEX,SP,R,11.4,11.4,6.3,276.8,66.1,4.6,3.3,0,0,3.84,3.27,1.23,71.9,22.5,58.9,2.7,28.0,30.3,9,43.2,36.3,20.5,0.295
18,Charlie Morton,TB,SP,R,11.4,11.4,6.6,274.8,66.1,4.7,3.1,0,0,3.47,3.05,1.18,75.7,21.1,56.9,3.9,25.7,28.1,8,48.5,31.0,20.5,0.297
19,Madison Bumgarner,ARI,SP,L,11.4,11.4,5.5,283.7,66.1,3.4,4.2,0,0,4.70,3.83,1.31,59.1,18.4,68.0,2.8,34.5,36.7,12,36.5,39.7,21.1,0.295
20,Jack Flaherty,STL,SP,R,11.4,11.4,6.3,275.5,66.1,4.1,3.7,0,0,3.73,3.20,1.20,74.7,22.2,57.1,2.9,27.4,29.6,9,39.6,37.1,20.6,0.288
21,Hyun-Jin Ryu,TOR,SP,L,10.8,10.8,5.8,279.0,65.9,4.2,3.6,0,0,4.29,3.65,1.26,58.7,14.8,68.5,2.2,31.4,33.9,10,46.6,33.0,20.4,0.300
22,Justin Verlander,HOU,SP,R,10.8,10.8,6.5,266.6,65.9,5.4,2.4,0,0,3.37,2.62,1.03,87.4,15.1,52.4,2.3,25.4,27.1,10,34.0,45.9,20.1,0.281
23,Jacob deGrom,NYM,SP,R,10.4,10.4,6.6,266.4,65.5,4.4,3.2,0,0,3.31,2.82,1.09,78.9,16.1,55.4,2.1,24.0,26.1,8,42.7,34.4,20.2,0.292
24,Yu Darvish,CHC,SP,R,11.4,11.4,6.0,271.3,65.0,4.1,3.6,0,0,3.99,3.10,1.22,73.2,22.1,57.4,3.0,29.1,31.3,9,41.3,35.3,20.7,0.295
25,Marcus Stroman,NYM,SP,R,11.4,11.4,5.9,278.7,65.0,3.8,3.9,0,0,4.08,3.72,1.38,52.3,21.7,67.8,1.8,29.3,32.2,7,55.0,22.2,20.2,0.309
26,Matthew Boyd,DET,SP,L,11.4,11.4,5.7,273.2,65.0,3.9,3.8,0,0,4.36,3.27,1.23,71.2,19.3,60.5,2.8,31.3,33.2,12,34.8,44.5,20.7,0.288
27,Corey Kluber,TEX,SP,R,11.0,11.0,6.0,270.3,64.9,4.4,3.3,0,0,3.98,3.26,1.20,66.1,17.0,61.2,2.2,28.5,30.7,10,43.5,36.0,20.5,0.296
28,Miles Mikolas,STL,SP,R,11.0,11.0,5.7,275.4,64.9,3.6,4.1,0,0,4.36,3.81,1.29,47.6,13.2,70.3,3.2,31.5,34.1,9,46.0,30.7,20.6,0.301
29,German Marquez,COL,SP,R,10.8,10.8,5.7,274.1,64.8,3.9,3.7,0,0,4.28,3.32,1.28,63.1,18.1,65.1,2.6,31.1,33.5,10,44.7,30.6,22.0,0.309
30,Clayton Kershaw,LAD,SP,L,10.8,10.8,6.3,269.9,64.8,4.4,3.1,0,0,3.62,3.50,1.18,61.6,14.7,61.7,1.6,26.5,28.9,9,45.2,32.3,19.8,0.290
31,Kyle Gibson,TEX,SP,R,11.4,11.4,5.8,273.5,63.8,4.2,3.5,0,0,4.19,3.70,1.36,58.7,23.5,63.0,2.3,29.5,32.1,9,51.0,28.5,20.5,0.303
32,Joe Musgrove,PIT,SP,R,11.4,11.4,5.5,272.9,63.8,3.3,4.2,0,0,4.46,3.78,1.31,55.3,16.5,67.1,3.0,31.2,33.6,10,42.0,33.9,21.4,0.304
33,Blake Snell,TB,SP,L,11.0,11.0,6.4,264.2,63.8,4.8,3.1,0,0,3.36,3.10,1.17,79.8,23.0,51.5,1.5,24.1,26.1,8,42.4,37.1,20.5,0.288
34,Jon Lester,CHC,SP,L,11.4,11.4,5.1,280.3,63.8,3.4,4.1,0,0,4.84,4.32,1.41,52.7,21.6,68.3,2.3,34.8,37.3,10,41.4,35.2,20.7,0.298
35,Brandon Woodruff,MIL,SP,R,11.4,11.4,5.7,272.0,63.8,3.8,3.7,0,0,4.15,3.51,1.30,65.8,22.8,60.3,2.9,29.7,32.1,9,44.7,31.9,20.7,0.301
36,Mike Fiers,OAK,SP,R,11.4,11.4,4.8,279.5,63.8,3.6,3.9,0,0,5.15,4.34,1.39,48.2,19.8,69.1,3.2,36.9,39.3,12,40.1,39.5,20.4,0.292
37,Tanner Roark,TOR,SP,R,11.4,11.4,4.8,279.7,63.8,3.4,4.1,0,0,5.17,4.16,1.38,54.1,19.1,69.2,3.4,36.6,39.0,12,40.5,39.1,20.4,0.297
38,Lucas Giolito,CHW,SP,R,10.8,10.8,5.7,270.8,63.7,4.3,3.3,0,0,4.24,3.43,1.27,73.7,24.5,56.1,2.9,30.0,32.1,10,40.9,39.0,20.1,0.289
39,Sandy Alcantara,MIA,SP,R,10.8,10.8,5.1,282.0,63.7,2.7,4.6,0,0,4.95,4.52,1.48,49.3,27.5,66.9,3.2,34.6,37.2,10,43.5,33.9,19.9,0.296
40,Sonny Gray,CIN,SP,R,11.4,11.4,5.7,268.4,62.7,3.7,3.8,0,0,4.04,3.59,1.33,64.0,24.6,59.0,2.5,28.6,31.0,8,48.8,28.4,20.1,0.303
41,Rick Porcello,NYM,SP,R,11.4,11.4,5.1,271.4,62.7,3.3,4.2,0,0,4.83,4.04,1.34,52.5,16.9,67.1,3.0,33.5,35.9,11,40.7,36.4,20.2,0.297
42,Jeff Samardzija,SF,SP,R,11.4,11.4,4.9,273.2,62.7,2.7,4.5,0,0,5.10,4.40,1.39,45.5,19.7,67.4,2.4,34.7,37.0,11,37.3,39.9,20.1,0.293
43,Chris Paddack,SD,SP,R,11.0,11.0,5.8,261.7,62.7,3.8,3.7,0,0,4.00,3.34,1.18,63.0,16.3,58.0,2.8,27.7,29.8,9,39.3,37.7,20.3,0.289
44,Jon Gray,COL,SP,R,10.8,10.8,5.4,268.6,62.6,3.6,3.7,0,0,4.45,3.57,1.36,59.6,22.0,62.8,2.4,31.2,33.6,9,45.4,30.0,22.0,0.308
45,Mike Soroka,ATL,SP,R,10.8,10.8,5.6,267.8,62.6,3.7,3.6,0,0,4.19,3.82,1.32,51.6,17.1,65.5,2.6,29.3,31.8,8,48.7,27.6,21.0,0.302
46,Carlos Carrasco,CLE,SP,R,10.8,10.8,5.9,260.2,62.6,4.6,3.0,0,0,3.75,3.15,1.16,68.8,14.6,58.2,2.4,26.6,28.8,9,45.2,34.2,20.7,0.296
47,Zack Wheeler,PHI,SP,R,10.2,10.2,5.5,262.7,62.2,3.5,3.7,0,0,4.30,3.55,1.26,60.5,17.6,61.0,2.1,29.9,32.1,10,42.0,35.4,19.9,0.291
48,Dylan Bundy,LAA,SP,R,11.4,11.4,5.3,261.9,61.6,4.1,3.3,0,0,4.45,3.66,1.26,61.6,18.7,58.7,2.5,30.6,32.6,11,37.8,42.2,20.0,0.287
49,Frankie Montas,OAK,SP,R,10.8,10.8,5.6,260.6,61.6,4.2,3.1,0,0,4.07,3.58,1.28,57.7,20.1,58.9,2.5,28.2,30.5,8,46.8,32.8,20.4,0.297
50,Tyler Glasnow,TB,SP,R,10.8,10.8,6.0,257.0,61.6,4.5,3.2,0,0,3.61,3.11,1.20,76.9,23.7,50.5,2.2,24.9,27.0,8,45.2,34.3,20.5,0.294
51,Reynaldo Lopez,CHW,SP,R,10.8,10.8,4.9,267.0,61.6,3.7,3.7,0,0,4.94,4.01,1.34,58.1,21.7,61.0,2.6,33.9,35.9,12,35.4,44.5,20.1,0.285
52,Mike Foltynewicz,ATL,SP,R,10.8,10.8,4.8,263.6,60.5,3.3,3.9,0,0,4.86,4.11,1.38,53.8,20.5,63.0,2.5,32.8,35.0,11,37.8,38.5,21.0,0.293
53,Trevor Williams,PIT,SP,R,10.8,10.8,4.6,268.2,60.5,2.6,4.4,0,0,5.26,4.50,1.45,45.7,19.6,68.2,2.6,34.8,37.1,11,38.5,37.4,21.4,0.303
54,Danny Duffy,KC,SP,L,10.8,10.8,5.0,260.8,60.5,3.4,3.7,0,0,4.77,4.00,1.36,52.7,21.0,61.2,2.5,31.8,33.8,10,37.4,41.9,20.7,0.291
55,Jake Arrieta,PHI,SP,R,10.8,10.8,4.8,264.9,60.5,3.1,4.1,0,0,4.93,4.20,1.44,46.6,22.1,65.2,2.8,33.3,35.9,9,47.8,29.6,19.9,0.299
56,Joey Lucchesi,SD,SP,L,11.4,11.4,5.2,262.5,60.4,3.3,3.9,0,0,4.50,4.10,1.37,53.2,22.0,60.6,2.1,30.0,32.3,9,43.1,33.9,20.3,0.296
57,Anibal Sanchez,WSH,SP,R,10.8,10.8,4.4,260.9,59.4,3.0,4.1,0,0,5.17,4.31,1.42,48.5,20.3,64.2,2.1,34.5,36.7,11,38.2,38.4,20.7,0.295
58,Max Fried,ATL,SP,L,10.8,10.8,5.8,252.9,59.4,4.0,3.2,0,0,3.67,3.52,1.31,58.7,21.5,56.6,2.7,24.4,26.8,6,51.6,24.7,21.0,0.304
59,Dylan Cease,CHW,SP,R,10.8,10.8,5.1,259.7,59.4,3.9,3.3,0,0,4.42,4.02,1.40,63.5,28.0,54.9,2.3,29.2,31.5,9,47.1,32.8,20.1,0.295
60,Robbie Ray,ARI,SP,L,11.4,11.4,5.2,256.6,59.3,3.5,3.7,0,0,4.32,3.68,1.36,68.6,28.3,52.3,2.2,28.5,30.5,9,38.0,38.2,21.1,0.293
61,Jake Odorizzi,MIN,SP,R,11.4,11.4,5.0,254.5,59.3,4.2,3.1,0,0,4.48,3.74,1.30,62.4,20.5,56.3,2.1,30.3,32.1,10,33.9,45.3,20.8,0.288
62,James Paxton,NYY,SP,L,10.8,10.8,5.5,241.0,58.3,4.4,2.8,0,0,3.82,3.01,1.18,68.6,17.7,51.1,1.5,25.1,26.9,9,41.1,38.9,20.1,0.290
63,Dakota Hudson,STL,SP,R,10.8,10.8,4.9,258.3,58.3,3.0,3.9,0,0,4.62,4.33,1.54,40.8,27.4,62.1,2.9,30.0,32.7,6,53.7,22.9,20.6,0.307
64,Sean Manaea,OAK,SP,L,10.2,10.2,4.9,248.5,58.1,3.8,3.2,0,0,4.49,3.88,1.32,47.5,17.1,59.7,2.7,29.3,31.4,9,43.1,36.4,20.4,0.296
65,Yusei Kikuchi,SEA,SP,L,11.4,11.4,4.7,250.5,58.1,3.1,3.9,0,0,4.76,4.02,1.38,46.9,19.6,60.6,2.1,30.5,32.7,10,44.0,36.0,20.0,0.296
66,Masahiro Tanaka,NYY,SP,R,9.9,9.9,4.9,244.8,57.4,3.8,3.1,0,0,4.51,3.73,1.29,50.7,13.1,60.7,1.9,29.1,31.3,11,46.6,33.4,20.1,0.297
67,Steven Matz,NYM,SP,L,10.8,10.8,4.8,247.2,57.2,3.3,3.8,0,0,4.57,3.91,1.35,51.9,19.2,58.2,2.6,28.9,31.1,9,44.1,33.1,20.2,0.298
68,Kevin Gausman,SF,SP,R,10.8,10.8,5.1,244.4,57.2,3.0,3.8,0,0,4.36,3.93,1.31,49.3,18.2,56.7,2.2,27.1,29.2,8,42.8,34.4,20.1,0.294
69,Kenta Maeda,MIN,SP,R,10.8,10.8,4.7,247.3,57.2,3.9,3.1,0,0,4.59,3.86,1.33,57.9,20.2,55.8,2.3,29.9,31.9,10,38.7,40.5,20.8,0.292
70,Caleb Smith,MIA,SP,L,10.8,10.8,4.7,249.7,57.2,2.7,4.0,0,0,4.82,4.18,1.36,56.6,22.7,55.1,2.4,30.2,32.0,11,29.7,47.7,19.9,0.280
71,John Means,BAL,SP,L,10.4,10.4,4.3,249.5,57.2,2.7,3.9,0,0,5.32,4.35,1.38,45.1,16.6,62.4,2.3,33.3,35.3,13,34.8,44.7,20.6,0.285
72,Zac Gallen,ARI,SP,R,10.8,10.8,5.1,244.2,57.2,3.4,3.5,0,0,4.29,3.62,1.31,58.7,21.5,53.3,2.4,27.2,29.3,8,40.5,35.7,21.1,0.294
73,Johnny Cueto,SF,SP,R,10.8,10.8,5.0,247.3,57.2,2.8,3.8,0,0,4.52,4.21,1.34,44.8,17.9,58.9,2.7,28.0,30.3,9,42.4,34.8,20.1,0.294
74,Martin Perez,BOS,SP,L,10.8,10.8,4.8,251.2,57.2,3.8,3.1,0,0,4.54,4.30,1.43,45.7,20.0,61.9,1.8,29.5,31.9,8,49.0,29.8,21.2,0.306
75,Andrew Heaney,LAA,SP,L,10.2,10.2,5.3,238.1,57.1,4.1,2.9,0,0,3.99,3.25,1.18,62.0,16.0,51.4,2.6,25.5,27.3,10,39.7,40.3,20.0,0.286
76,Dinelson Lamet,SD,SP,R,10.8,10.8,5.3,237.2,56.2,3.6,3.3,0,0,3.90,3.28,1.24,66.3,22.3,47.2,2.6,24.2,26.0,8,39.3,37.7,20.3,0.291
77,Zach Eflin,PHI,SP,R,10.2,10.2,4.2,245.7,56.1,2.7,3.9,0,0,5.22,4.27,1.42,43.2,17.0,62.4,2.4,32.7,34.8,11,41.0,36.4,19.9,0.294
78,Josh Lindblom,MIL,SP,R,10.2,10.2,4.6,240.5,56.1,2.9,3.5,0,0,4.68,3.74,1.32,51.3,16.7,57.3,2.3,29.5,31.4,10,39.6,37.0,20.7,0.296
79,Kyle Freeland,COL,SP,L,10.2,10.2,4.1,247.0,55.1,2.8,3.8,0,0,5.20,4.54,1.52,41.5,21.8,62.0,2.1,32.1,34.4,9,44.3,31.0,22.0,0.309
80,Pablo Lopez,MIA,SP,R,10.2,10.2,4.9,235.6,55.1,2.9,3.7,0,0,4.33,3.86,1.33,44.2,16.1,57.0,3.1,26.2,28.4,8,46.7,30.7,19.9,0.298
81,Alex Cobb,BAL,SP,R,10.2,10.2,4.2,240.7,55.1,2.7,3.8,0,0,5.23,4.18,1.44,40.0,16.1,63.0,2.0,31.5,33.8,11,47.2,32.3,20.6,0.303
82,Mitch Keller,PIT,SP,R,10.8,10.8,5.0,237.4,55.1,3.1,3.6,0,0,4.25,3.74,1.35,56.2,21.1,53.3,2.4,25.7,27.8,7,44.2,31.7,21.4,0.305
83,Jose Quintana,CHC,SP,L,10.1,10.1,4.7,234.8,54.5,3.3,3.4,0,0,4.44,4.02,1.36,45.0,17.3,56.8,1.7,27.2,29.3,8,42.7,33.9,20.7,0.299
84,Jakob Junis,KC,SP,R,9.5,9.5,4.4,233.6,54.2,3.0,3.4,0,0,4.80,3.86,1.34,48.2,16.5,55.9,3.1,28.7,30.6,9,42.1,37.2,20.7,0.298
85,Anthony DeSclafani,CIN,SP,R,10.2,10.2,4.4,231.5,54.1,2.9,3.6,0,0,4.63,3.72,1.32,50.0,16.1,55.1,1.8,28.2,30.1,9,40.4,36.8,20.1,0.297
86,Julio Urias,LAD,SP,L,10.2,10.2,4.9,232.4,54.1,3.6,3.1,0,0,4.08,3.86,1.31,53.9,22.0,49.1,2.5,24.9,26.8,8,40.9,36.6,19.8,0.286
87,Merrill Kelly,ARI,SP,R,9.6,9.6,4.2,235.2,53.8,2.7,3.7,0,0,5.03,4.17,1.42,43.8,18.6,57.8,1.9,30.1,32.1,9,40.4,35.8,21.1,0.302
88,Julio Teheran,LAA,SP,R,9.9,9.9,3.9,239.9,53.5,3.0,3.3,0,0,5.28,4.65,1.46,46.3,22.8,55.1,2.9,31.5,33.5,11,36.8,43.2,20.0,0.286
89,Eduardo Rodriguez,BOS,SP,L,9.5,9.5,4.8,228.1,53.2,3.8,2.6,0,0,4.10,3.71,1.30,57.2,19.2,50.1,2.0,24.8,26.7,8,42.1,36.7,21.2,0.296
90,Brett Anderson,MIL,SP,L,9.6,9.6,4.4,229.7,52.8,2.9,3.4,0,0,4.62,4.04,1.45,31.7,15.6,61.0,1.7,27.4,29.8,7,53.2,23.4,20.7,0.312
91,Asher Wojciechowski,BAL,SP,R,10.2,10.2,3.4,229.3,52.0,2.3,3.8,0,0,5.81,4.28,1.43,46.2,19.7,54.8,2.7,33.0,34.6,13,30.5,49.0,20.6,0.281
92,Aaron Civale,CLE,SP,R,9.0,9.0,4.2,220.6,51.3,3.3,2.9,0,0,4.60,4.09,1.31,40.7,12.7,54.7,1.9,26.8,28.8,9,44.2,35.1,20.7,0.293
93,Adrian Houser,MIL,SP,R,10.2,10.2,4.3,221.9,51.0,3.0,3.3,0,0,4.53,3.92,1.41,44.1,19.6,52.3,2.4,25.9,28.0,7,49.2,27.5,20.7,0.305
94,Mike Montgomery,KC,SP,L,10.2,10.2,4.0,225.3,51.0,2.9,3.4,0,0,4.90,4.42,1.48,35.5,19.8,55.9,2.6,27.5,29.7,7,49.6,29.7,20.7,0.304
95,Wade Miley,CIN,SP,L,10.2,10.2,4.2,226.0,51.0,2.9,3.4,0,0,4.56,4.37,1.46,41.1,20.5,54.2,2.1,26.2,28.4,7,49.3,27.9,20.1,0.304
96,Nathan Eovaldi,BOS,SP,R,10.2,10.2,4.5,216.8,51.0,3.7,2.6,0,0,4.15,3.63,1.30,50.3,16.3,49.8,1.8,24.0,25.9,8,45.2,33.7,21.2,0.300
97,Luke Weaver,ARI,SP,R,9.6,9.6,4.4,217.9,50.9,3.0,3.2,0,0,4.41,3.73,1.31,49.1,17.0,49.9,1.8,24.9,26.8,8,40.5,35.7,21.1,0.297
98,Shohei Ohtani,LAA,SP,R,9.6,9.6,5.0,213.7,50.9,3.9,2.4,0,0,3.67,3.24,1.21,63.1,19.8,41.6,2.1,20.9,22.6,7,41.9,38.1,20.0,0.288
99,J.A. Happ,NYY,SP,L,9.6,9.6,4.1,219.4,50.9,3.3,2.9,0,0,4.71,3.86,1.33,47.5,15.8,52.1,1.9,27.0,28.8,10,41.3,38.6,20.1,0.293
100,Carlos Martinez,STL,SP,R,9.0,9.0,4.3,219.4,50.4,2.7,3.2,0,0,4.44,4.04,1.43,43.0,21.5,50.4,2.7,24.9,27.0,6,47.1,29.5,20.6,0.301
101,Lance McCullers Jr.,HOU,SP,R,9.6,9.6,4.8,210.6,49.9,4.0,2.2,0,0,3.64,3.30,1.26,55.7,19.2,43.8,2.3,20.7,22.6,6,52.0,27.9,20.1,0.303
102,Ryan Yarbrough,TB,SP,L,8.4,8.4,4.3,213.2,49.6,3.1,2.9,0,0,4.43,4.06,1.31,40.3,13.5,51.4,2.6,24.7,26.5,8,43.4,36.2,20.5,0.292
103,Zach Plesac,CLE,SP,R,9.0,9.0,3.9,216.2,49.5,3.0,3.0,0,0,4.88,4.26,1.37,41.1,15.3,52.5,2.0,27.4,29.3,9,40.4,38.9,20.7,0.291
104,Antonio Senzatela,COL,SP,R,9.6,9.6,3.3,221.4,49.0,2.3,3.6,0,0,5.59,4.68,1.60,29.6,19.9,58.5,1.9,30.7,32.9,8,47.9,27.4,22.0,0.313
105,Gio Gonzalez,CHW,SP,L,9.0,9.0,3.9,216.3,48.6,3.0,3.0,0,0,4.88,4.54,1.47,42.0,20.8,50.4,1.6,26.4,28.4,8,44.5,35.5,20.1,0.298
106,Brad Keller,KC,SP,R,8.1,8.1,4.0,209.7,47.8,2.7,3.0,0,0,4.74,4.29,1.47,36.6,20.2,50.2,2.0,25.0,27.0,6,49.5,29.8,20.7,0.304
107,Yonny Chirinos,TB,SP,R,8.4,8.4,4.1,200.1,47.0,3.0,2.7,0,0,4.31,3.81,1.29,40.1,12.7,48.1,1.7,22.7,24.5,7,46.1,33.5,20.5,0.296
108,Garrett Richards,SD,SP,R,9.2,9.2,4.3,200.9,46.9,2.9,2.9,0,0,4.04,3.73,1.34,45.2,19.0,43.8,1.7,21.0,22.8,6,48.1,28.9,20.3,0.300
109,Matt Shoemaker,TOR,SP,R,9.0,9.0,3.6,203.7,46.8,2.7,3.0,0,0,5.01,4.04,1.36,41.8,13.9,49.6,2.0,26.1,27.7,9,40.0,39.5,20.4,0.295
110,Cole Hamels,ATL,SP,L,8.5,8.5,4.1,203.3,46.8,2.8,2.9,0,0,4.39,3.98,1.36,43.1,16.2,47.3,2.7,22.9,24.8,7,44.5,31.8,21.0,0.300
111,Spencer Howard,PHI,SP,R,9.0,9.0,3.8,204.6,46.8,2.5,3.1,0,0,4.76,4.09,1.40,45.2,19.8,46.0,2.0,24.9,26.7,8,42.1,35.3,19.9,0.289
112,Adam Wainwright,STL,SP,R,8.4,8.4,3.8,201.9,46.2,2.4,3.1,0,0,4.65,4.23,1.43,36.1,17.0,48.9,1.9,23.9,25.8,6,45.4,31.3,20.6,0.301
113,Zach Davies,SD,SP,R,9.0,9.0,3.4,206.6,45.9,2.2,3.3,0,0,5.26,4.98,1.49,28.7,15.3,53.1,1.8,26.7,28.6,8,43.2,33.8,20.3,0.300
114,Jordan Lyles,TEX,SP,R,9.0,9.0,3.6,199.9,45.9,2.7,2.9,0,0,4.99,4.03,1.41,41.0,18.0,46.8,1.7,25.2,26.9,8,40.7,38.8,20.5,0.296
115,Alex Wood,LAD,SP,L,8.4,8.4,4.0,195.0,45.4,2.9,2.6,0,0,4.20,4.03,1.31,35.9,12.8,46.8,2.0,21.5,23.3,6,46.3,31.3,19.8,0.295
116,Drew Smyly,SF,SP,L,9.0,9.0,3.7,195.2,45.0,2.3,3.2,0,0,4.80,4.09,1.36,42.0,17.8,43.6,1.4,23.4,24.9,8,33.9,43.3,20.1,0.286
117,Michael Wacha,NYM,SP,R,9.0,9.0,3.5,198.6,45.0,2.4,3.2,0,0,5.02,4.37,1.48,35.9,18.2,48.3,1.4,24.9,26.8,7,44.8,32.4,20.2,0.301
118,Tyler Chatwood,CHC,SP,R,9.0,9.0,3.6,202.4,45.0,2.6,2.9,0,0,4.70,4.56,1.58,38.7,26.2,45.0,2.1,23.8,25.8,5,50.6,26.0,20.7,0.305
119,Homer Bailey,MIN,SP,R,8.4,8.4,3.5,193.5,44.5,2.9,2.6,0,0,4.88,4.10,1.39,36.2,14.0,47.8,1.7,24.8,26.5,8,43.2,36.0,20.8,0.300
120,Jesus Luzardo,OAK,SP,L,8.5,8.5,4.2,186.1,44.2,3.2,2.1,0,0,3.84,3.49,1.25,44.4,15.1,40.4,1.8,19.1,20.7,6,45.7,33.8,20.4,0.293
121,Daniel Norris,DET,SP,L,8.8,8.8,3.4,191.1,44.0,2.5,2.9,0,0,4.95,4.02,1.40,38.2,15.1,46.4,1.6,24.1,25.7,8,40.7,38.6,20.7,0.300
122,A.J. Puk,OAK,SP,L,8.4,8.4,4.0,187.1,43.7,3.1,2.2,0,0,4.04,3.68,1.32,47.0,19.3,38.5,1.9,19.8,21.4,6,42.8,36.8,20.4,0.290
123,Ivan Nova,DET,SP,R,7.8,7.8,3.1,189.0,42.9,2.0,3.0,0,0,5.49,4.42,1.45,26.8,10.5,51.7,1.8,26.0,27.8,8,45.6,33.7,20.7,0.306
124,Austin Voth,WSH,SP,R,8.4,8.4,3.6,184.6,42.8,2.5,2.7,0,0,4.55,4.02,1.35,37.5,14.8,43.2,1.7,21.9,23.5,7,40.5,36.1,20.7,0.291
125,Rich Hill,MIN,SP,L,8.4,8.4,3.7,182.4,42.8,3.1,2.2,0,0,4.28,3.53,1.28,45.4,15.0,39.7,2.3,20.9,22.4,7,39.2,40.0,20.8,0.290
126,Kendall Graveman,SEA,SP,R,8.4,8.4,3.4,183.6,42.0,2.2,2.8,0,0,4.81,4.19,1.41,31.5,12.9,46.2,1.9,22.2,24.0,7,49.3,30.7,20.0,0.303
127,Justus Sheffield,SEA,SP,L,8.4,8.4,3.5,185.3,42.0,2.2,2.8,0,0,4.68,4.36,1.49,36.8,20.8,41.7,1.5,21.7,23.4,6,47.0,33.0,20.0,0.297
128,Jose Urena,MIA,SP,R,7.2,7.2,3.3,180.1,41.0,1.9,3.0,0,0,4.89,4.40,1.44,29.7,13.9,45.0,2.2,22.0,23.7,6,44.4,33.0,19.9,0.300
129,Ryan Weber,BOS,SP,R,7.8,7.8,3.2,178.9,40.6,2.6,2.4,0,0,4.82,4.38,1.43,26.9,11.5,46.6,2.1,22.2,24.0,6,50.8,28.0,21.2,0.306
130,Steven Brault,PIT,SP,L,12.0,6.0,2.4,178.9,40.2,1.9,2.7,0,1,4.85,4.41,1.51,33.8,19.4,41.5,2.1,21.3,23.0,6,43.2,32.7,21.4,0.303
131,Josh James,HOU,SP,R,7.8,7.8,3.6,170.6,39.8,3.0,1.9,0,0,4.03,3.53,1.31,49.1,19.1,32.8,1.9,18.3,19.7,6,42.0,37.9,20.1,0.289
